Date,State,Confirmed,Recovered,Deceased,Other,Tested
2020-01-30,Kerala,1.0,0.0,0.0,0.0,
2020-02-02,Kerala,2.0,0.0,0.0,0.0,
2020-02-03,Kerala,3.0,0.0,0.0,0.0,
2020-02-14,Kerala,3.0,3.0,0.0,0.0,
2020-03-02,Delhi,1.0,0.0,0.0,0.0,
2020-03-02,Kerala,3.0,3.0,0.0,0.0,
2020-03-02,Telangana,1.0,0.0,0.0,0.0,
2020-03-03,Delhi,1.0,0.0,0.0,0.0,
2020-03-03,Kerala,3.0,3.0,0.0,0.0,
2020-03-03,Rajasthan,1.0,0.0,0.0,0.0,
2020-03-03,Telangana,1.0,0.0,0.0,0.0,
2020-03-04,Delhi,1.0,0.0,0.0,0.0,
2020-03-04,Haryana,14.0,0.0,0.0,0.0,
2020-03-04,Kerala,3.0,3.0,0.0,0.0,
2020-03-04,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-04,Telangana,1.0,0.0,0.0,0.0,
2020-03-04,Uttar Pradesh,7.0,0.0,0.0,0.0,
2020-03-05,Delhi,2.0,0.0,0.0,0.0,
2020-03-05,Haryana,14.0,0.0,0.0,0.0,
2020-03-05,Kerala,3.0,3.0,0.0,0.0,
2020-03-05,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-05,Telangana,1.0,0.0,0.0,0.0,
2020-03-05,Uttar Pradesh,8.0,0.0,0.0,0.0,
2020-03-06,Delhi,3.0,0.0,0.0,0.0,
2020-03-06,Haryana,14.0,0.0,0.0,0.0,
2020-03-06,Kerala,3.0,3.0,0.0,0.0,
2020-03-06,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-06,Telangana,1.0,0.0,0.0,0.0,
2020-03-06,Uttar Pradesh,8.0,0.0,0.0,0.0,
2020-03-07,Delhi,3.0,0.0,0.0,0.0,
2020-03-07,Haryana,14.0,0.0,0.0,0.0,
2020-03-07,Kerala,3.0,3.0,0.0,0.0,
2020-03-07,Ladakh,2.0,0.0,0.0,0.0,
2020-03-07,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-07,Telangana,1.0,0.0,0.0,0.0,
2020-03-07,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-07,Uttar Pradesh,8.0,0.0,0.0,0.0,
2020-03-08,Delhi,3.0,0.0,0.0,0.0,
2020-03-08,Haryana,14.0,0.0,0.0,0.0,
2020-03-08,Kerala,8.0,3.0,0.0,0.0,
2020-03-08,Ladakh,2.0,0.0,0.0,0.0,
2020-03-08,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-08,Telangana,1.0,0.0,0.0,0.0,
2020-03-08,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-08,Uttar Pradesh,8.0,0.0,0.0,0.0,
2020-03-09,Delhi,4.0,0.0,0.0,0.0,
2020-03-09,Haryana,14.0,0.0,0.0,0.0,
2020-03-09,Jammu and Kashmir,1.0,0.0,0.0,0.0,
2020-03-09,Karnataka,1.0,0.0,0.0,0.0,
2020-03-09,Kerala,9.0,3.0,0.0,0.0,
2020-03-09,Ladakh,2.0,0.0,0.0,0.0,
2020-03-09,Maharashtra,2.0,0.0,0.0,0.0,
2020-03-09,Punjab,1.0,0.0,0.0,0.0,
2020-03-09,Rajasthan,2.0,0.0,0.0,0.0,
2020-03-09,Telangana,1.0,0.0,0.0,0.0,
2020-03-09,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-09,Uttar Pradesh,10.0,0.0,0.0,0.0,
2020-03-10,Delhi,4.0,0.0,0.0,0.0,
2020-03-10,Haryana,14.0,0.0,0.0,0.0,
2020-03-10,Jammu and Kashmir,1.0,0.0,0.0,0.0,
2020-03-10,Karnataka,4.0,0.0,0.0,0.0,
2020-03-10,Kerala,17.0,3.0,0.0,0.0,
2020-03-10,Ladakh,2.0,0.0,0.0,0.0,
2020-03-10,Maharashtra,5.0,0.0,0.0,0.0,
2020-03-10,Punjab,1.0,0.0,0.0,0.0,
2020-03-10,Rajasthan,3.0,0.0,0.0,0.0,
2020-03-10,Telangana,1.0,0.0,0.0,0.0,
2020-03-10,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-10,Uttar Pradesh,10.0,0.0,0.0,0.0,
2020-03-11,Delhi,5.0,0.0,0.0,0.0,
2020-03-11,Haryana,14.0,0.0,0.0,0.0,
2020-03-11,Jammu and Kashmir,1.0,0.0,0.0,0.0,
2020-03-11,Karnataka,4.0,0.0,0.0,0.0,
2020-03-11,Kerala,17.0,3.0,0.0,0.0,
2020-03-11,Ladakh,3.0,0.0,0.0,0.0,
2020-03-11,Maharashtra,11.0,0.0,0.0,0.0,
2020-03-11,Punjab,1.0,0.0,0.0,0.0,
2020-03-11,Rajasthan,3.0,0.0,0.0,0.0,
2020-03-11,Telangana,1.0,0.0,0.0,0.0,
2020-03-11,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-11,Uttar Pradesh,10.0,0.0,0.0,0.0,
2020-03-12,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-12,Delhi,6.0,0.0,0.0,0.0,
2020-03-12,Haryana,14.0,0.0,0.0,0.0,
2020-03-12,Jammu and Kashmir,1.0,0.0,0.0,0.0,
2020-03-12,Karnataka,5.0,0.0,0.0,0.0,
2020-03-12,Kerala,19.0,3.0,0.0,0.0,
2020-03-12,Ladakh,3.0,0.0,0.0,0.0,
2020-03-12,Maharashtra,14.0,0.0,0.0,0.0,
2020-03-12,Punjab,1.0,0.0,0.0,0.0,
2020-03-12,Rajasthan,3.0,0.0,0.0,0.0,
2020-03-12,Telangana,1.0,0.0,0.0,0.0,
2020-03-12,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-12,Uttar Pradesh,12.0,0.0,0.0,0.0,
2020-03-13,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-13,Delhi,7.0,0.0,0.0,0.0,
2020-03-13,Haryana,14.0,0.0,0.0,0.0,
2020-03-13,Jammu and Kashmir,2.0,0.0,0.0,0.0,
2020-03-13,Karnataka,6.0,0.0,1.0,0.0,
2020-03-13,Kerala,22.0,3.0,0.0,0.0,
2020-03-13,Ladakh,3.0,0.0,0.0,0.0,
2020-03-13,Maharashtra,17.0,0.0,0.0,0.0,
2020-03-13,Punjab,1.0,0.0,0.0,0.0,
2020-03-13,Rajasthan,3.0,0.0,0.0,0.0,
2020-03-13,Telangana,1.0,0.0,0.0,0.0,
2020-03-13,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-13,Uttar Pradesh,13.0,0.0,0.0,0.0,
2020-03-14,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-14,Delhi,7.0,0.0,0.0,0.0,
2020-03-14,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-14,Haryana,14.0,0.0,0.0,0.0,
2020-03-14,Jammu and Kashmir,2.0,0.0,0.0,0.0,
2020-03-14,Karnataka,6.0,0.0,1.0,0.0,
2020-03-14,Kerala,22.0,3.0,0.0,0.0,
2020-03-14,Ladakh,3.0,0.0,0.0,0.0,
2020-03-14,Maharashtra,26.0,0.0,0.0,0.0,
2020-03-14,Punjab,1.0,0.0,0.0,0.0,
2020-03-14,Rajasthan,4.0,0.0,0.0,0.0,
2020-03-14,Telangana,2.0,0.0,0.0,0.0,
2020-03-14,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-14,Uttar Pradesh,13.0,0.0,0.0,0.0,
2020-03-15,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-15,Delhi,7.0,0.0,0.0,0.0,
2020-03-15,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-15,Haryana,14.0,0.0,0.0,0.0,
2020-03-15,Jammu and Kashmir,2.0,0.0,0.0,0.0,
2020-03-15,Karnataka,6.0,0.0,1.0,0.0,
2020-03-15,Kerala,24.0,3.0,0.0,0.0,
2020-03-15,Ladakh,3.0,0.0,0.0,0.0,
2020-03-15,Maharashtra,32.0,0.0,0.0,0.0,
2020-03-15,Punjab,1.0,0.0,0.0,0.0,
2020-03-15,Rajasthan,4.0,0.0,0.0,0.0,
2020-03-15,Telangana,3.0,0.0,0.0,0.0,
2020-03-15,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-15,Uttar Pradesh,13.0,0.0,0.0,0.0,
2020-03-15,Uttarakhand,1.0,0.0,0.0,0.0,
2020-03-16,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-16,Delhi,7.0,0.0,0.0,0.0,
2020-03-16,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-16,Haryana,14.0,0.0,0.0,0.0,
2020-03-16,Jammu and Kashmir,3.0,0.0,0.0,0.0,
2020-03-16,Karnataka,7.0,0.0,1.0,0.0,
2020-03-16,Kerala,27.0,3.0,0.0,0.0,
2020-03-16,Ladakh,3.0,0.0,0.0,0.0,
2020-03-16,Maharashtra,39.0,0.0,0.0,0.0,
2020-03-16,Odisha,1.0,0.0,0.0,0.0,
2020-03-16,Punjab,1.0,0.0,0.0,0.0,
2020-03-16,Rajasthan,4.0,0.0,0.0,0.0,
2020-03-16,Telangana,4.0,0.0,0.0,0.0,
2020-03-16,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-16,Uttar Pradesh,13.0,0.0,0.0,0.0,
2020-03-16,Uttarakhand,1.0,0.0,0.0,0.0,
2020-03-17,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-17,Delhi,10.0,0.0,0.0,0.0,
2020-03-17,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-17,Haryana,15.0,0.0,0.0,0.0,
2020-03-17,Jammu and Kashmir,3.0,0.0,0.0,0.0,
2020-03-17,Karnataka,11.0,0.0,1.0,0.0,
2020-03-17,Kerala,27.0,3.0,0.0,0.0,
2020-03-17,Ladakh,8.0,0.0,0.0,0.0,
2020-03-17,Maharashtra,41.0,0.0,0.0,0.0,
2020-03-17,Odisha,1.0,0.0,0.0,0.0,
2020-03-17,Punjab,1.0,0.0,0.0,0.0,
2020-03-17,Puducherry,1.0,0.0,0.0,0.0,
2020-03-17,Rajasthan,4.0,0.0,0.0,0.0,
2020-03-17,Telangana,5.0,0.0,0.0,0.0,
2020-03-17,Tamil Nadu,1.0,0.0,0.0,0.0,
2020-03-17,Uttar Pradesh,15.0,0.0,0.0,0.0,
2020-03-17,Uttarakhand,1.0,0.0,0.0,0.0,
2020-03-17,West Bengal,1.0,0.0,0.0,0.0,
2020-03-18,Andhra Pradesh,1.0,0.0,0.0,0.0,
2020-03-18,Delhi,11.0,0.0,0.0,0.0,
2020-03-18,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-18,Haryana,17.0,0.0,0.0,0.0,
2020-03-18,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-18,Karnataka,14.0,0.0,1.0,0.0,
2020-03-18,Kerala,27.0,3.0,0.0,0.0,
2020-03-18,Ladakh,8.0,0.0,0.0,0.0,
2020-03-18,Maharashtra,45.0,0.0,0.0,0.0,
2020-03-18,Odisha,1.0,0.0,0.0,0.0,
2020-03-18,Punjab,1.0,0.0,0.0,0.0,
2020-03-18,Puducherry,1.0,0.0,0.0,0.0,
2020-03-18,Rajasthan,7.0,0.0,0.0,0.0,
2020-03-18,Telangana,13.0,0.0,0.0,0.0,
2020-03-18,Tamil Nadu,2.0,0.0,0.0,0.0,
2020-03-18,Uttar Pradesh,17.0,0.0,0.0,0.0,
2020-03-18,Uttarakhand,1.0,0.0,0.0,0.0,
2020-03-18,West Bengal,1.0,0.0,0.0,0.0,
2020-03-19,Andhra Pradesh,3.0,0.0,0.0,0.0,
2020-03-19,Chandigarh,1.0,0.0,0.0,0.0,
2020-03-19,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-19,Delhi,14.0,0.0,0.0,0.0,
2020-03-19,Gujarat,2.0,0.0,0.0,0.0,
2020-03-19,Himachal Pradesh,0.0,0.0,0.0,3.0,
2020-03-19,Haryana,17.0,0.0,0.0,0.0,
2020-03-19,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-19,Karnataka,15.0,0.0,1.0,0.0,
2020-03-19,Kerala,28.0,3.0,0.0,0.0,
2020-03-19,Ladakh,8.0,0.0,0.0,0.0,
2020-03-19,Maharashtra,48.0,0.0,0.0,0.0,
2020-03-19,Odisha,2.0,0.0,0.0,0.0,
2020-03-19,Punjab,2.0,0.0,0.0,0.0,
2020-03-19,Puducherry,1.0,0.0,0.0,0.0,
2020-03-19,Rajasthan,9.0,0.0,0.0,0.0,
2020-03-19,Telangana,16.0,0.0,0.0,0.0,
2020-03-19,Tamil Nadu,3.0,0.0,0.0,0.0,
2020-03-19,Uttar Pradesh,20.0,0.0,0.0,0.0,
2020-03-19,Uttarakhand,3.0,0.0,0.0,0.0,
2020-03-19,West Bengal,1.0,0.0,0.0,0.0,
2020-03-20,Andhra Pradesh,3.0,0.0,0.0,0.0,
2020-03-20,Chandigarh,5.0,0.0,0.0,0.0,
2020-03-20,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-20,Delhi,20.0,0.0,0.0,0.0,
2020-03-20,Gujarat,7.0,0.0,0.0,0.0,
2020-03-20,Himachal Pradesh,2.0,0.0,0.0,3.0,
2020-03-20,Haryana,19.0,0.0,0.0,0.0,
2020-03-20,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-20,Karnataka,15.0,1.0,1.0,0.0,
2020-03-20,Kerala,40.0,3.0,0.0,0.0,
2020-03-20,Ladakh,10.0,0.0,0.0,0.0,
2020-03-20,Maharashtra,52.0,0.0,0.0,0.0,
2020-03-20,Madhya Pradesh,4.0,0.0,0.0,0.0,
2020-03-20,Odisha,2.0,0.0,0.0,0.0,
2020-03-20,Punjab,3.0,0.0,0.0,0.0,
2020-03-20,Puducherry,1.0,0.0,0.0,0.0,
2020-03-20,Rajasthan,17.0,0.0,0.0,0.0,
2020-03-20,Telangana,19.0,0.0,0.0,0.0,
2020-03-20,Tamil Nadu,3.0,0.0,0.0,0.0,
2020-03-20,Uttar Pradesh,24.0,0.0,0.0,0.0,
2020-03-20,Uttarakhand,3.0,0.0,0.0,0.0,
2020-03-20,West Bengal,2.0,0.0,0.0,0.0,
2020-03-21,Andhra Pradesh,5.0,0.0,0.0,0.0,
2020-03-21,Chandigarh,5.0,0.0,0.0,0.0,
2020-03-21,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-21,Delhi,27.0,0.0,0.0,0.0,
2020-03-21,Gujarat,14.0,0.0,0.0,0.0,
2020-03-21,Himachal Pradesh,2.0,0.0,0.0,3.0,
2020-03-21,Haryana,21.0,0.0,0.0,0.0,
2020-03-21,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-21,Karnataka,20.0,1.0,1.0,0.0,
2020-03-21,Kerala,52.0,3.0,0.0,0.0,
2020-03-21,Ladakh,13.0,0.0,0.0,0.0,
2020-03-21,Maharashtra,64.0,0.0,0.0,0.0,
2020-03-21,Madhya Pradesh,4.0,0.0,0.0,0.0,
2020-03-21,Odisha,2.0,0.0,0.0,0.0,
2020-03-21,Punjab,13.0,0.0,0.0,0.0,
2020-03-21,Puducherry,1.0,0.0,0.0,0.0,
2020-03-21,Rajasthan,24.0,0.0,0.0,0.0,
2020-03-21,Telangana,21.0,0.0,0.0,0.0,
2020-03-21,Tamil Nadu,6.0,0.0,0.0,0.0,
2020-03-21,Uttar Pradesh,28.0,0.0,0.0,0.0,
2020-03-21,Uttarakhand,3.0,0.0,0.0,0.0,
2020-03-21,West Bengal,4.0,0.0,0.0,0.0,
2020-03-22,Andhra Pradesh,6.0,0.0,0.0,0.0,
2020-03-22,Bihar,2.0,0.0,0.0,0.0,
2020-03-22,Chandigarh,6.0,0.0,0.0,0.0,
2020-03-22,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-22,Delhi,28.0,0.0,0.0,0.0,
2020-03-22,Gujarat,18.0,0.0,0.0,0.0,
2020-03-22,Himachal Pradesh,2.0,0.0,0.0,3.0,
2020-03-22,Haryana,21.0,0.0,0.0,0.0,
2020-03-22,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-22,Karnataka,26.0,1.0,1.0,0.0,
2020-03-22,Kerala,67.0,3.0,0.0,0.0,
2020-03-22,Ladakh,13.0,0.0,0.0,0.0,
2020-03-22,Maharashtra,74.0,0.0,0.0,0.0,
2020-03-22,Madhya Pradesh,6.0,0.0,0.0,0.0,
2020-03-22,Odisha,2.0,0.0,0.0,0.0,
2020-03-22,Punjab,21.0,0.0,0.0,0.0,
2020-03-22,Puducherry,1.0,0.0,0.0,0.0,
2020-03-22,Rajasthan,29.0,0.0,0.0,0.0,
2020-03-22,Telangana,27.0,0.0,0.0,0.0,
2020-03-22,Tamil Nadu,9.0,0.0,0.0,0.0,
2020-03-22,Uttar Pradesh,30.0,0.0,0.0,0.0,
2020-03-22,Uttarakhand,3.0,0.0,0.0,0.0,
2020-03-22,West Bengal,7.0,0.0,0.0,0.0,
2020-03-23,Andhra Pradesh,7.0,0.0,0.0,0.0,
2020-03-23,Bihar,3.0,0.0,0.0,0.0,
2020-03-23,Chandigarh,7.0,0.0,0.0,0.0,
2020-03-23,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-23,Delhi,30.0,0.0,0.0,0.0,
2020-03-23,Gujarat,30.0,0.0,0.0,0.0,
2020-03-23,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-23,Haryana,28.0,0.0,0.0,0.0,
2020-03-23,Jammu and Kashmir,4.0,0.0,0.0,0.0,
2020-03-23,Karnataka,33.0,1.0,1.0,0.0,
2020-03-23,Kerala,95.0,3.0,0.0,0.0,
2020-03-23,Ladakh,13.0,0.0,0.0,0.0,
2020-03-23,Maharashtra,89.0,0.0,0.0,0.0,
2020-03-23,Madhya Pradesh,6.0,0.0,0.0,0.0,
2020-03-23,Odisha,2.0,0.0,0.0,0.0,
2020-03-23,Punjab,23.0,0.0,0.0,0.0,
2020-03-23,Puducherry,1.0,0.0,0.0,0.0,
2020-03-23,Rajasthan,32.0,0.0,0.0,0.0,
2020-03-23,Telangana,33.0,0.0,0.0,0.0,
2020-03-23,Tamil Nadu,12.0,0.0,0.0,0.0,
2020-03-23,Uttar Pradesh,34.0,0.0,0.0,0.0,
2020-03-23,Uttarakhand,4.0,0.0,0.0,0.0,
2020-03-23,West Bengal,7.0,0.0,0.0,0.0,
2020-03-24,Andhra Pradesh,8.0,0.0,0.0,0.0,
2020-03-24,Bihar,3.0,0.0,0.0,0.0,
2020-03-24,Chandigarh,7.0,0.0,0.0,0.0,
2020-03-24,Chhattisgarh,1.0,0.0,0.0,0.0,
2020-03-24,Delhi,30.0,0.0,0.0,0.0,
2020-03-24,Gujarat,36.0,0.0,0.0,0.0,
2020-03-24,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-24,Haryana,30.0,0.0,0.0,0.0,
2020-03-24,Jammu and Kashmir,6.0,0.0,0.0,0.0,
2020-03-24,Karnataka,41.0,3.0,1.0,0.0,
2020-03-24,Kerala,109.0,3.0,0.0,0.0,
2020-03-24,Ladakh,13.0,0.0,0.0,0.0,
2020-03-24,Maharashtra,107.0,0.0,0.0,0.0,
2020-03-24,Manipur,1.0,0.0,0.0,0.0,
2020-03-24,Madhya Pradesh,7.0,0.0,0.0,0.0,
2020-03-24,Odisha,2.0,0.0,0.0,0.0,
2020-03-24,Punjab,29.0,0.0,0.0,0.0,
2020-03-24,Puducherry,1.0,0.0,0.0,0.0,
2020-03-24,Rajasthan,32.0,0.0,0.0,0.0,
2020-03-24,Telangana,39.0,0.0,0.0,0.0,
2020-03-24,Tamil Nadu,18.0,0.0,0.0,0.0,
2020-03-24,Uttar Pradesh,35.0,0.0,0.0,0.0,
2020-03-24,Uttarakhand,4.0,0.0,0.0,0.0,
2020-03-24,West Bengal,9.0,0.0,0.0,0.0,
2020-03-25,Andhra Pradesh,10.0,0.0,0.0,0.0,
2020-03-25,Bihar,4.0,0.0,0.0,0.0,
2020-03-25,Chandigarh,7.0,0.0,0.0,0.0,
2020-03-25,Chhattisgarh,3.0,0.0,0.0,0.0,
2020-03-25,Delhi,35.0,0.0,0.0,0.0,
2020-03-25,Goa,3.0,0.0,0.0,0.0,
2020-03-25,Gujarat,38.0,0.0,0.0,0.0,
2020-03-25,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-25,Haryana,31.0,0.0,0.0,0.0,
2020-03-25,Jammu and Kashmir,11.0,0.0,0.0,0.0,
2020-03-25,Karnataka,51.0,3.0,1.0,0.0,
2020-03-25,Kerala,118.0,3.0,0.0,0.0,
2020-03-25,Ladakh,13.0,0.0,0.0,0.0,
2020-03-25,Maharashtra,122.0,0.0,0.0,0.0,
2020-03-25,Manipur,1.0,0.0,0.0,0.0,
2020-03-25,Madhya Pradesh,15.0,0.0,0.0,0.0,
2020-03-25,Mizoram,1.0,0.0,0.0,0.0,
2020-03-25,Odisha,2.0,0.0,0.0,0.0,
2020-03-25,Punjab,31.0,0.0,0.0,0.0,
2020-03-25,Puducherry,1.0,0.0,0.0,0.0,
2020-03-25,Rajasthan,38.0,0.0,0.0,0.0,
2020-03-25,Telangana,41.0,0.0,0.0,0.0,
2020-03-25,Tamil Nadu,26.0,0.0,0.0,0.0,
2020-03-25,Uttar Pradesh,38.0,0.0,0.0,0.0,
2020-03-25,Uttarakhand,5.0,0.0,0.0,0.0,
2020-03-25,West Bengal,9.0,0.0,0.0,0.0,
2020-03-26,Andaman and Nicobar Islands,1.0,0.0,0.0,0.0,
2020-03-26,Andhra Pradesh,11.0,0.0,0.0,0.0,
2020-03-26,Bihar,7.0,0.0,0.0,0.0,
2020-03-26,Chandigarh,7.0,0.0,0.0,0.0,
2020-03-26,Chhattisgarh,6.0,0.0,0.0,0.0,
2020-03-26,Delhi,39.0,0.0,0.0,0.0,
2020-03-26,Goa,3.0,0.0,0.0,0.0,
2020-03-26,Gujarat,44.0,0.0,0.0,0.0,
2020-03-26,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-26,Haryana,32.0,0.0,0.0,0.0,
2020-03-26,Jammu and Kashmir,14.0,0.0,0.0,0.0,
2020-03-26,Karnataka,55.0,3.0,2.0,0.0,
2020-03-26,Kerala,137.0,3.0,0.0,0.0,
2020-03-26,Ladakh,13.0,0.0,0.0,0.0,
2020-03-26,Maharashtra,125.0,0.0,0.0,0.0,
2020-03-26,Manipur,1.0,0.0,0.0,0.0,
2020-03-26,Madhya Pradesh,20.0,0.0,0.0,0.0,
2020-03-26,Mizoram,1.0,0.0,0.0,0.0,
2020-03-26,Odisha,3.0,0.0,0.0,0.0,
2020-03-26,Punjab,33.0,0.0,0.0,0.0,
2020-03-26,Puducherry,1.0,0.0,0.0,0.0,
2020-03-26,Rajasthan,43.0,0.0,0.0,0.0,
2020-03-26,Telangana,45.0,0.0,0.0,0.0,
2020-03-26,Tamil Nadu,29.0,0.0,0.0,0.0,
2020-03-26,Uttar Pradesh,42.0,0.0,0.0,0.0,
2020-03-26,Uttarakhand,5.0,0.0,0.0,0.0,
2020-03-26,West Bengal,10.0,0.0,0.0,0.0,
2020-03-27,Andaman and Nicobar Islands,6.0,0.0,0.0,0.0,
2020-03-27,Andhra Pradesh,13.0,0.0,0.0,0.0,
2020-03-27,Bihar,9.0,0.0,0.0,0.0,
2020-03-27,Chandigarh,8.0,0.0,0.0,0.0,
2020-03-27,Chhattisgarh,6.0,0.0,0.0,0.0,
2020-03-27,Delhi,40.0,0.0,0.0,0.0,
2020-03-27,Goa,3.0,0.0,0.0,0.0,
2020-03-27,Gujarat,47.0,0.0,0.0,0.0,
2020-03-27,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-27,Haryana,33.0,0.0,0.0,0.0,
2020-03-27,Jammu and Kashmir,20.0,0.0,0.0,0.0,
2020-03-27,Karnataka,64.0,5.0,3.0,0.0,
2020-03-27,Kerala,176.0,3.0,0.0,0.0,
2020-03-27,Ladakh,13.0,0.0,0.0,0.0,
2020-03-27,Maharashtra,153.0,0.0,0.0,0.0,
2020-03-27,Manipur,1.0,0.0,0.0,0.0,
2020-03-27,Madhya Pradesh,29.0,0.0,0.0,0.0,
2020-03-27,Mizoram,1.0,0.0,0.0,0.0,
2020-03-27,Odisha,3.0,0.0,0.0,0.0,
2020-03-27,Punjab,38.0,0.0,0.0,0.0,
2020-03-27,Puducherry,1.0,0.0,0.0,0.0,
2020-03-27,Rajasthan,50.0,0.0,0.0,0.0,
2020-03-27,Telangana,59.0,0.0,0.0,0.0,
2020-03-27,Tamil Nadu,38.0,0.0,0.0,0.0,
2020-03-27,Uttar Pradesh,49.0,0.0,0.0,0.0,
2020-03-27,Uttarakhand,5.0,0.0,0.0,0.0,
2020-03-27,West Bengal,15.0,0.0,0.0,0.0,
2020-03-28,Andaman and Nicobar Islands,9.0,0.0,0.0,0.0,
2020-03-28,Andhra Pradesh,19.0,0.0,0.0,0.0,
2020-03-28,Bihar,11.0,0.0,0.0,0.0,
2020-03-28,Chandigarh,8.0,0.0,0.0,0.0,
2020-03-28,Chhattisgarh,7.0,0.0,0.0,0.0,
2020-03-28,Delhi,49.0,0.0,0.0,0.0,
2020-03-28,Goa,3.0,0.0,0.0,0.0,
2020-03-28,Gujarat,55.0,0.0,0.0,0.0,
2020-03-28,Himachal Pradesh,3.0,0.0,0.0,3.0,
2020-03-28,Haryana,35.0,0.0,0.0,0.0,
2020-03-28,Jammu and Kashmir,33.0,0.0,0.0,0.0,
2020-03-28,Karnataka,76.0,5.0,3.0,0.0,
2020-03-28,Kerala,182.0,3.0,0.0,0.0,
2020-03-28,Ladakh,13.0,0.0,0.0,0.0,
2020-03-28,Maharashtra,181.0,0.0,0.0,0.0,
2020-03-28,Manipur,1.0,0.0,0.0,0.0,
2020-03-28,Madhya Pradesh,39.0,0.0,0.0,0.0,
2020-03-28,Mizoram,1.0,0.0,0.0,0.0,
2020-03-28,Odisha,3.0,0.0,0.0,0.0,
2020-03-28,Punjab,38.0,0.0,0.0,0.0,
2020-03-28,Puducherry,1.0,0.0,0.0,0.0,
2020-03-28,Rajasthan,54.0,0.0,0.0,0.0,
2020-03-28,Telangana,67.0,0.0,0.0,0.0,
2020-03-28,Tamil Nadu,42.0,0.0,0.0,0.0,
2020-03-28,Uttar Pradesh,65.0,0.0,0.0,0.0,
2020-03-28,Uttarakhand,6.0,0.0,0.0,0.0,
2020-03-28,West Bengal,18.0,0.0,0.0,0.0,
2020-03-29,Andaman and Nicobar Islands,9.0,0.0,0.0,0.0,
2020-03-29,Andhra Pradesh,21.0,1.0,0.0,0.0,
2020-03-29,Bihar,15.0,0.0,1.0,0.0,
2020-03-29,Chandigarh,8.0,0.0,0.0,0.0,
2020-03-29,Chhattisgarh,7.0,0.0,0.0,0.0,
2020-03-29,Delhi,72.0,6.0,2.0,0.0,
2020-03-29,Goa,5.0,0.0,0.0,0.0,
2020-03-29,Gujarat,63.0,1.0,5.0,0.0,
2020-03-29,Himachal Pradesh,3.0,1.0,1.0,3.0,
2020-03-29,Haryana,35.0,14.0,0.0,0.0,
2020-03-29,Jammu and Kashmir,38.0,1.0,1.0,0.0,
2020-03-29,Karnataka,83.0,5.0,3.0,0.0,
2020-03-29,Kerala,202.0,20.0,1.0,0.0,
2020-03-29,Ladakh,13.0,3.0,0.0,0.0,
2020-03-29,Maharashtra,203.0,25.0,8.0,0.0,
2020-03-29,Manipur,1.0,0.0,0.0,0.0,
2020-03-29,Madhya Pradesh,39.0,0.0,2.0,0.0,
2020-03-29,Mizoram,1.0,0.0,0.0,0.0,
2020-03-29,Odisha,3.0,0.0,0.0,0.0,
2020-03-29,Punjab,38.0,1.0,1.0,0.0,
2020-03-29,Puducherry,1.0,0.0,0.0,0.0,
